字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
蚂蚁基金发布“金选”年度报告：用户平均持有基金488天 三成投资者分散配置,http://fund.eastmoney.com/a/202302202641241334.html,2023-02-20 14:25:05 - ,自2019年1月上线服务以来，“金选”收益保持稳定。“金选”偏股基金4年内的平均累计收益率，较行业平均水平的中证偏股基金指数收益率高出22.05%，比沪深300指数高出71.27%。近3年，“金选”偏股基金的平均收益率也超出行业平均水平6.05%。 另外，去年金选团队共发起基金经理调研1022人次,沪深300,http://fund.eastmoney.com/a/202302202641241334.html,http://fund.eastmoney.com/a/202302202641241334.html,
聪明资金撤离？近200亿资金抛售宽基ETF 科创50、半导体等ETF仍是吸金主力,http://finance.eastmoney.com/a/202302142636268133.html,2023-02-14 20:13:24 - ,作为全市场规模最大的非货ETF，华泰柏瑞沪深300ETF的规模回落至777.83亿元，而南方中证500ETF的规模则为590.94亿元。整体来看，规模排名前十的非货ETF在上周整体被净赎回6.11亿份。 此外，汇添富MSCI中国A50互联互通ETF、嘉实沪深300ETF、易方达沪深300ETF、南方中证1000ETF、华夏恒生ETF等也在上周被净赎回4亿份以上,沪深300,http://finance.eastmoney.com/a/202302142636268133.html,http://finance.eastmoney.com/a/202302142636268133.html,
1只股票型ETF份额增加超2亿份，易方达沪深300医药ETF增加2.37亿份,http://fund.eastmoney.com/a/202301192617870393.html,2023-01-19 09:59:42 - ,南方财经1月19日电，据东方财富Choice数据统计，昨日，共1只股票型ETF当日份额增加超2亿份；易方达沪深300医药ETF增加2.37亿份。 （文章来源：南方财经网）,沪深300,http://fund.eastmoney.com/a/202301192617870393.html,http://fund.eastmoney.com/a/202301192617870393.html,沪深300
136亿资金借道ETF集体抄底芯片、半导体 抗跌的医药、白酒竟被抛售,http://finance.eastmoney.com/a/202212242596932564.html,2022-12-24 14:43:35 - ,本周主要股指以及相关ETF表现 本周主要股指集体调整，科创50、中证500、创业板指、沪深300和上证50分别下跌了5.93%、5.1%、3.69%、3.19%和2.69%。 在跟踪主要指数方面，本周5只主要指数ETF份额均出现增加，科创50ETF、沪深300ETF、中证500ETF、创业板ETF和上证50ETF分别增加了19,沪深300,http://finance.eastmoney.com/a/202212242596932564.html,http://finance.eastmoney.com/a/202212242596932564.html,
白酒抢占春节“C位” 业绩普遍报喜！茅台仍是最爱 机构看好消费强劲复苏,http://finance.eastmoney.com/a/202301302620575637.html,2023-01-30 08:08:37 - ,也成为去年四季度诸多百亿级别的A股公募基金和私募基金出现大幅反弹的重要推动力。 根据近期公布的去年四季度公募基金报告，食品饮料是公募基金第一大重仓板块，比重达到15.75%。以沪深300权重作为基准，食品饮料超配比例达到3.94%。而根据国海证券的研究表明，在百亿级别的绩优基金中，对于食品饮料的配置权重更为集中，去年四季度配置权重达到22,沪深300,http://finance.eastmoney.com/a/202301302620575637.html,http://finance.eastmoney.com/a/202301302620575637.html,
今年指数已涨4.45%！投资者不满？这些因素影响行情 可转债后市得看正股,http://finance.eastmoney.com/a/202301302620577756.html,2023-01-30 08:08:31 - ,股性偏强的转债走势并未明显弱于正股。 此外，此轮反弹是以国际投资者坚定看好2023年中国经济复苏而引发的北向资金大幅流入主导的行情。由于外资偏好大票以及白马股，沪深300指数涨幅较大，转债市场因缺乏此类标的而表现不及上证指数。 估值偏高等因素也导致了可转债整体表现疲软。前述私募基金经理就坦言，2021年可转债市场在权益市场不好的情况下,沪深300,http://finance.eastmoney.com/a/202301302620577756.html,http://finance.eastmoney.com/a/202301302620577756.html,
外资唱多中国股市 高盛预计未来一年沪深300指数回报率高达16%,http://finance.eastmoney.com/a/202211182564451231.html,2022-11-18 12:50:30 - ,利率、经济增长和美元等全球经济背景带来的挑战，也可能在第二季度有所改善。 这家华尔街知名投行在其亚洲资产配置中，维持沪深300指数和MSCI中国指数的“增持”评级。Moe和他的团队预计，MSCI中国指数和沪深300指数未来12个月的回报率将高达16%。若计入汇率因素，其回报更是高达19%和21%。 高盛同时还将中国香港市场评级从减持提升至市场权重,沪深300,http://finance.eastmoney.com/a/202211182564451231.html,http://finance.eastmoney.com/a/202211182564451231.html,沪深300
恒指、A50齐创近年最佳！A股兔年开门红稳了！各大券商聚焦这一板块超预期复苏,http://finance.eastmoney.com/a/202301292620393882.html,2023-01-29 15:53:25 - ,国盛证券金融工程团队在日前发布的研报《二月配置建议：沪深300仍有上涨空间——资产配置思考系列之三十八》中指出，沪深300未来一年仍有10%左右的上涨空间。盈利层面：沪深300未来一年盈利增速预期为7.6%。估值层面：经外资调整后的沪深300指数ERP仍处于历史较高水平，对应着未来仍有13,沪深300,http://finance.eastmoney.com/a/202301292620393882.html,http://finance.eastmoney.com/a/202301292620393882.html,
巨丰微策略：A股大涨迎接注册制！有何新变化？,http://stock.eastmoney.com/a/202302202641279727.html,2023-02-20 15:08:40 - ,市场成交并没因此大幅释放，进一步表明短期市场情绪或仍有反复。 今日市场大涨迎接全面注册制，其中最大的表现就是大盘股的全线走强，这其中，上证50 以及沪深300的大涨就是很好的佐证。全面注册制趋势下，资金倾向将更多的关注或者集中在蓝筹股身上，大家继续抱团蓝筹或是大势所趋。很简单，注册制下远离题材股,沪深300,http://stock.eastmoney.com/a/202302202641279727.html,http://stock.eastmoney.com/a/202302202641279727.html,
暴力大反弹！早盘减仓者后悔莫及 “分析师上周五喊清仓，今天被踢出群”？私募：内外共振 A股市场有望重演反转级别行情,http://finance.eastmoney.com/a/202302202642414926.html,2023-02-20 19:53:05 - ,有业绩支撑具有长期竞争力的公司会逐步走出来，而纯粹炒概念的公司迟早会被市场遗弃；其次是大盘蓝筹在去年底到今年初的这轮反弹中力度远不及中小盘股，从沪深300的涨幅(6.76%)远小于中证1000(10.79%)可以一窥端倪；第三是目前的市场还是轮动较快的结构性行情，风水轮流转。今年还是结构性行情,沪深300,http://finance.eastmoney.com/a/202302202642414926.html,http://finance.eastmoney.com/a/202302202642414926.html,
规模突破800亿元 权益ETF“巨无霸”诞生,http://finance.eastmoney.com/a/202301182616876456.html,2023-01-18 13:21:22 - ,随着大量资金借道ETF抄底A股，市场上出现越来越多权益ETF“巨无霸”。数据显示，截至1月16日，华泰柏瑞沪深300ETF规模超过800亿元，成为全市场首只规模突破800亿元的权益ETF。（文章来源：第一财经）,沪深300,http://finance.eastmoney.com/a/202301182616876456.html,http://finance.eastmoney.com/a/202301182616876456.html,
主力资金 | 八连板牛股熄火 主力出逃超13亿元！资金尾盘继续加仓机械巨头,http://stock.eastmoney.com/a/202302142636214454.html,2023-02-14 18:50:10 - ,今日仅银行、钢铁两行业获主力资金净流入。 证券时报·数据宝统计，今日沪深两市主力资金净流出283.48亿元，其中创业板净流出81.93亿元，沪深300成份股净流出65.5亿元。 申万一级行业中，今日有15行业上涨，涨幅居前的为石油石化、钢铁和轻工制造。商贸零售、社会服务、传媒和通信等行业跌幅居前,沪深300,http://stock.eastmoney.com/a/202302142636214454.html,http://stock.eastmoney.com/a/202302142636214454.html,
你的基金回血了多少？当下还适合补仓吗？,http://fund.eastmoney.com/a/202302202641110619.html,2023-02-20 10:20:12 - ,宽基指数行业配置相对分散，当市场上行时投资胜率较高。 过去一周，沪深300、中证500、中证1000指数均出现回撤。今年来，沪深300指数涨幅跑输上证指数，表现弱于中证1000及中证500.随着增量资金进入以及经济复苏可期，沪深300等宽基指数或有弹性空间。 投资均衡类主动权益基金 投资者若想投资主动权益基金,沪深300,http://fund.eastmoney.com/a/202302202641110619.html,http://fund.eastmoney.com/a/202302202641110619.html,
蚂蚁“金选”年度报告出炉：投资者平均持有488天！多位明星基金经理最新调研报告也来了,http://finance.eastmoney.com/a/202302202641330588.html,2023-02-20 16:00:27 - ,报告显示，自2019年1月上线服务以来， “金选”偏股基金4年内的平均累计收益率，较行业平均水平的中证偏股基金指数收益率高出22.05%，比沪深300指数高出71.27%。近3年，“金选”偏股基金的平均收益率也超出行业平均水平6.05%。 而伴随“金选”对基金的透明呈现与追踪，报告还显示,沪深300,http://finance.eastmoney.com/a/202302202641330588.html,http://finance.eastmoney.com/a/202302202641330588.html,
四大期指14日齐涨,http://stock.eastmoney.com/a/202302142636013541.html,2023-02-14 15:32:57 - ,2月14日，四大期指收盘均上涨。文华财经数据显示，截至15:00，沪深300期指主力合约IF2302报4150.0点，涨0.29%；上证50期指主力合约IH2302报2780.2点，涨0.48%；中证500期指主力合约IC2302报6395.8点，涨0.43%；中证1000期指主力合约IM2302报7055,沪深300,http://stock.eastmoney.com/a/202302142636013541.html,http://stock.eastmoney.com/a/202302142636013541.html,
天赐良基日报第112期丨百亿级私募仓位重回八成以上；去年公募基金管理人直播超过4万次；明日关注3只新发基金,http://stock.eastmoney.com/a/202302142636118687.html,2023-02-14 16:47:08 - ,A股ETF资金合计净流出180.54亿元。分类来看，宽基指数ETF资金净流出较多，仅南方中证500ETF、华泰柏瑞沪深300ETF、嘉实沪深300ETF、嘉实中证500ETF、华夏沪深300ETF、易方达沪深300ETF发起式、广发中证1000ETF、富国中证1000ETF、易方达中证1000ETF、华夏上证50ETF等十只基金,沪深300,http://stock.eastmoney.com/a/202302142636118687.html,http://stock.eastmoney.com/a/202302142636118687.html,
德邦证券吴开达：权益、中游制造占优 看好科技成长,http://stock.eastmoney.com/a/202302142636204668.html,2023-02-14 18:26:09 - ,专精特新含量显著领先。在中游制造环节，中证1000所属权重最高达32.13%。从指数整体的专精特新权重来看，中证1000的11.83%同样显著领先沪深300、中证500指数的1.86%、2.19%。相较而言，中证1000估值分位低，2023年盈利预期增速高，有望估值和盈利双击。 消费板块的复苏预期方面,沪深300,http://stock.eastmoney.com/a/202302142636204668.html,http://stock.eastmoney.com/a/202302142636204668.html,
2月14日上证指数收盘上涨0.28%，创业板指下跌0.31%，北上资金当日净流入5.99亿元,http://stock.eastmoney.com/a/202302142636063472.html,2023-02-14 15:03:18 - ,报收12094.94点，成交额5584.31亿元；创业板指收盘下跌8.03点，跌幅为0.31%，报收2565.15点，成交额2111.29亿元；沪深300收盘上涨1.72点，涨幅为0.04%，报收4145.29点，成交额2049.15亿元。北上资金当日净流入5.99亿元。 涨幅前五的行业分别是贵金属1,沪深300,http://stock.eastmoney.com/a/202302142636063472.html,http://stock.eastmoney.com/a/202302142636063472.html,
节前机构蜂拥进场！逾百亿资金借ETF扫货 地产、医药、光伏被爆买,http://finance.eastmoney.com/a/202301282620165267.html,2023-01-28 14:26:09 - ,本周主要股指以及相关ETF表现 节前一周主要股指集体上涨，科创50、创业板指、中证500、沪深300和上证50分别上涨了5.63%、3.72%、3.2%、2.63%和1.77%。 在跟踪主要指数方面，节前一周5只主要指数ETF份额均出现增加，沪深300ETF、科创50ETF、中证500ETF、上证50ETF和创业板ETF分别增加了14,沪深300,http://finance.eastmoney.com/a/202301282620165267.html,http://finance.eastmoney.com/a/202301282620165267.html,
数据复盘｜17股获主力加仓超亿元 北向资金抢筹泸州老窖、山西汾酒等,http://stock.eastmoney.com/a/202302142636192367.html,2023-02-14 18:00:23 - ,资金流向 1.主力资金 Wind统计显示，沪深两市主力资金今日净流出283.48亿元。其中，创业板主力资金净流出81.93亿元，沪深300成分股主力资金净流出65.5亿元，科创板主力资金净流出2.38亿元。 从行业板块来看，申万所属的31个一级行业，今日仅有银行、钢铁2个行业板块主力资金呈现净流入,沪深300,http://stock.eastmoney.com/a/202302142636192367.html,http://stock.eastmoney.com/a/202302142636192367.html,
6只股票型ETF份额增加超1亿份 易方达沪深300发起式ETF增加1.90亿份,http://fund.eastmoney.com/a/202301132613356889.html,2023-01-13 09:11:16 - ,据东方财富Choice数据统计，昨日，共6只股票型ETF当日份额增加超1亿份；易方达沪深300发起式ETF增加1.90亿份，华夏中证1000ETF增加1.40亿份。 （文章来源：南方财经网）,沪深300,http://fund.eastmoney.com/a/202301132613356889.html,http://fund.eastmoney.com/a/202301132613356889.html,沪深300
A股：以修复为主线 轻指数重结构,http://finance.eastmoney.com/a/202302202641355814.html,2023-02-20 16:26:05 - ,本周日均成交额由上周的8600亿元左右扩大至近万亿元。北向资金本周净流入82.5亿元，较上周流入规模有所扩大。风格层面，本周成长风格跌幅相对较大，偏大盘蓝筹的沪深300单周下跌1.7%，科创50和创业板指分别下跌3.7%和3.8%，大小盘跌幅相近，中证1000指数周度收跌1.5%。行业方面，有一定基本面支撑的行业如美妆、食品饮料领涨市场,沪深300,http://finance.eastmoney.com/a/202302202641355814.html,http://finance.eastmoney.com/a/202302202641355814.html,
18股主力资金净流入超亿元,http://stock.eastmoney.com/a/202302142636093929.html,2023-02-14 16:36:07 - ,沪指2月14日上涨0.28%，主力资金全天净流出269.31亿元。其中，创业板主力资金净流出73.48亿元，沪深300成份股主力资金净流出65.10亿元。 申万所属的一级行业中，今日涨幅居前的行业为石油石化、钢铁，涨幅为1.40%、1.08%。跌幅居前的行业为商贸零售、社会服务,沪深300,http://stock.eastmoney.com/a/202302142636093929.html,http://stock.eastmoney.com/a/202302142636093929.html,
2月14日上证指数早盘下跌0.03% 创业板指下跌0.68%,http://stock.eastmoney.com/a/202302142636027510.html,2023-02-14 11:34:29 - ,报收12059.3点，成交额3564.2亿元；创业板指下跌17.37点，跌幅为0.68%，报收2555.81点，成交额1353.9亿元；沪深300下跌13.3点，跌幅为0.32%，报收4130.27点，成交额1271.31亿元。 涨幅前五的行业分别是贵金属1.64%、造纸印刷1,沪深300,http://stock.eastmoney.com/a/202302142636027510.html,http://stock.eastmoney.com/a/202302142636027510.html,
绿电发展提速 华夏中证绿色电力ETF趁势发行,http://finance.eastmoney.com/a/202302142635922735.html,2023-02-14 13:41:30 - ,囊括了长江电力、三峡能源、国电电力、中国核电等多只市场关注度较高的绿电领域个股。另据统计，截至2月10日，中证绿色电力指数近三年涨幅和年化收益分别达到45.18%和13.62%，大幅跑赢上证综指、沪深300等市场主流指数。 招商证券研究报告表示，中证绿色电力指数成分股集中于业务涉及绿电的火电及水电上市企业，前十大权重股集中度较高。指数兼具高分红率和高成长性,沪深300,http://finance.eastmoney.com/a/202302142635922735.html,http://finance.eastmoney.com/a/202302142635922735.html,
可转债市场规模或将突破万亿元 发展迎来良机,http://bond.eastmoney.com/a/202302142636129623.html,2023-02-14 16:56:34 - ,或是投资可转债的好机会 从宏观层面来看，2023年或是可转债市场的较好机会。首先，我们认为目前权益市场估值较低，可转债投资价值优于纯债。从可转债股性估值的角度，当前无论是沪深300指数的还是A股整体的市盈率都处在历史较低水平。2010年至今，A股平均市盈率19.5，即使是2020年至今A股平均市盈率也有18.9.当前A股市盈率仅15,沪深300,http://bond.eastmoney.com/a/202302142636129623.html,http://bond.eastmoney.com/a/202302142636129623.html,
汐泰投资27只基金去年均下跌 最低跌13%最深跌34%,http://finance.eastmoney.com/a/202302202641252812.html,2023-02-20 06:47:07 - ,2022年跌幅34.09%，同期沪深300指数下跌21.63%。 不过，截至2023年1月31日，汐泰兴国4号成立以来的累计收益率仍有69.13%，累计净值为1.6913元。这主要得益于该基金在2020年的优异表现，实现了105.22%的涨幅，大幅领先2020年沪深300指数涨幅。2021年该基金表现一般,沪深300,http://finance.eastmoney.com/a/202302202641252812.html,http://finance.eastmoney.com/a/202302202641252812.html,
富国基金武磊：复苏交易的再平衡,http://fund.eastmoney.com/a/202302202640697524.html,2023-02-20 06:59:05 - ,“疫后复苏”，市场也普遍看好风险资产，对债市相对谨慎。但春节之后国内大类资产走势与市场预期大相径庭，权益市场在节后首个交易日大幅高开后震荡回落，沪深300指数自1月底至今下跌3.52%。而债券市场表现则好于预期，同期国债期货主力合约上涨0.9%，信用债表现更为亮眼。 大类资产的意外表现可能是因为市场预期与国内外现实有一定脱离所致,沪深300,http://fund.eastmoney.com/a/202302202640697524.html,http://fund.eastmoney.com/a/202302202640697524.html,
2月14日上证指数开盘上涨0.15% 创业板指上涨0.5%,http://stock.eastmoney.com/a/202302142635955081.html,2023-02-14 09:26:02 - ,81点，涨幅为0.15%，报3288.97点；深证成指开盘上涨29.22点，涨幅为0.24%，报12142.83点；创业板指开盘上涨12.79点，涨幅为0.5%，报2585.97点；沪深300开盘上涨7.68点，涨幅为0.19%，报4151.25点。 （文章来源：每日经济新闻）,沪深300,http://stock.eastmoney.com/a/202302142635955081.html,http://stock.eastmoney.com/a/202302142635955081.html,
每经操盘必知（下午版）丨沪指震荡反弹涨0.28% 氢能源概念股午后走高；新冠治疗用药（氢溴酸氘瑞米德韦片）参考采购价795元,http://finance.eastmoney.com/a/202302142636022724.html,2023-02-14 15:42:48 - ,报收12094.94点，成交额5584.31亿元；创业板指收盘下跌8.03点，跌幅为0.31%，报收2565.15点，成交额2111.29亿元；沪深300收盘上涨1.72点，涨幅为0.04%，报收4145.29点，成交额2049.15亿元。 个股跌多涨少，两市超2400只个股下跌。沪深两市今日成交额9140亿,沪深300,http://finance.eastmoney.com/a/202302142636022724.html,http://finance.eastmoney.com/a/202302142636022724.html,
ETF追踪：昨日ETF净赎回66.61亿元 资金减仓中证500ETF,http://finance.eastmoney.com/a/202302142637153734.html,2023-02-14 12:29:29 - ,07亿元。 中证500ETF遭赎回 数据还显示，昨日净赎回金额最多的场内股票ETF为中证500ETF，赎回金额22.16亿元，沪深300ETF紧随其后，赎回金额20.17亿元。 机构看后市 中邮证券认为，本轮春节行情并未结束：从基本面来看，疫情缓解后出行、消费均快速修复,沪深300,http://finance.eastmoney.com/a/202302142637153734.html,http://finance.eastmoney.com/a/202302142637153734.html,
市场开启震荡走势 宽基指数ETF遭减持,http://finance.eastmoney.com/a/202302142635222064.html,2023-02-14 07:26:58 - ,A股ETF资金合计净流出180.54亿元。分类来看，宽基指数ETF资金净流出较多，仅南方中证500ETF、华泰柏瑞沪深300ETF、嘉实沪深300ETF、嘉实中证500ETF、华夏沪深300ETF、易方达沪深300ETF发起式、广发中证1000ETF、富国中证1000ETF、易方达中证1000ETF、华夏上证50ETF等十只基金,沪深300,http://finance.eastmoney.com/a/202302142635222064.html,http://finance.eastmoney.com/a/202302142635222064.html,
紧盯成长风格机会 百亿级私募仓位重回八成以上,http://finance.eastmoney.com/a/202302142635876017.html,2023-02-14 11:51:39 - ,源乐晟资产表示，经济修复有望超预期，企业盈利存在较大上调空间；中国资产的吸引力明显增强，外资流入趋势有望持续；从估值角度来看，经过前期上涨后，目前沪深300指数的股息率仍有2.65%，处在2010年以来的较高水平。因此，当前上涨行至半途，后续仍有空间值得期待。 宽远投资创始人徐京德也认为，今年以来,沪深300,http://finance.eastmoney.com/a/202302142635876017.html,http://finance.eastmoney.com/a/202302142635876017.html,
每经操盘必知（午间版）丨三大股指震荡回落均收跌 农业股集体下挫；中航电测“开板” 近9日累计涨超4倍；宁德时代回应与福特将在美国建电池工厂,http://stock.eastmoney.com/a/202302142635893450.html,2023-02-14 12:50:16 - ,报收12059.3点，成交额3564.2亿元；创业板指下跌17.37点，跌幅为0.68%，报收2555.81点，成交额1353.9亿元；沪深300下跌13.3点，跌幅为0.32%，报收4130.27点，成交额1271.31亿元。 个股跌多涨少，两市超2700只个股下跌。沪深两市今日成交额5749亿,沪深300,http://stock.eastmoney.com/a/202302142635893450.html,http://stock.eastmoney.com/a/202302142635893450.html,
光大证券：国防军工行业有望继续保持高景气度,http://finance.eastmoney.com/a/202302082630442546.html,2023-02-08 08:00:41 - ,光大证券研报指出，国防军工板块受成飞集团拟注入中航电测上市等信息驱动，本周呈现上涨趋势，上涨幅度高于沪深300.我们认为，提升国防建设的需求长期存在，同时在国际军贸、军转民领域需求的牵引下，国防军工行业有望继续保持高景气度，长期维持增长态势。（文章来源：证券时报）,沪深300,http://finance.eastmoney.com/a/202302082630442546.html,http://finance.eastmoney.com/a/202302082630442546.html,
沪深300、上证50等指数定期调整结果出炉！这些公司被调入（附名单）,http://finance.eastmoney.com/a/202205272394951989.html,2022-05-28 00:08:47 - ,3%)和A股平均水平(17.2%)，其中，芯原股份、美迪西、恒玄科技等9家公司研发人员占比在50%以上。 沪深300指数： 工业行业样本数量净增加7只 沪深300指数更换28只样本，盐湖股份、龙源电力等调入指数。来源：中证指数公司 其中，新进科创板样本2只，样本数量增加至13只,沪深300,http://finance.eastmoney.com/a/202205272394951989.html,http://finance.eastmoney.com/a/202205272394951989.html,沪深300
破纪录！开年首个超800亿元权益类ETF诞生 这类产品迎来布局良机,http://fund.eastmoney.com/a/202301182617591846.html,2023-01-18 19:27:06 - ,远高于同期沪深300回报的53.71%。 图片来源：Wind 但近几年，该产品的收益并没有比沪深300出色多少。具体来看，华泰柏瑞沪深300ETF在2022年年度回报仅为-20.32%，同期沪深300的年度回报为-21.63%；2021年该基金年度回报为-3.82%，而同期沪深300年度回报为,沪深300,http://fund.eastmoney.com/a/202301182617591846.html,http://fund.eastmoney.com/a/202301182617591846.html,
新共识渐成？半月净买入额超去年全年 北上资金疯狂扫货 市场情绪不断升温,http://finance.eastmoney.com/a/202301272620000953.html,2023-01-27 08:45:17 - ,并且北上资金的大幅流入与市场本身的预期会互相强化，进而带动境内投资者情绪提升。 中泰证券资管数据显示，截至1月19日，沪深300指数的中泰资管风险系统评分为42.13，较上月29.60呈现上升态势，来自估值与市场情绪的上升更为明显。沪深300的风险分数已从前期连续4个月的历史低位区间震荡，回升至历史中位偏低区间。现在市场的主要矛盾是消费和经济的复苏以及稳增长政策是否符合预期,沪深300,http://finance.eastmoney.com/a/202301272620000953.html,http://finance.eastmoney.com/a/202301272620000953.html,
紧盯成长风格机会 百亿级私募仓位重回八成以上,http://finance.eastmoney.com/a/202302142635451512.html,2023-02-14 08:04:48 - ,源乐晟资产表示，经济修复有望超预期，企业盈利存在较大上调空间；中国资产的吸引力明显增强，外资流入趋势有望持续；从估值角度来看，经过前期上涨后，目前沪深300指数的股息率仍有2.65%，处在2010年以来的较高水平。因此，当前上涨行至半途，后续仍有空间值得期待。 宽远投资创始人徐京德也认为,沪深300,http://finance.eastmoney.com/a/202302142635451512.html,http://finance.eastmoney.com/a/202302142635451512.html,
【13日资金路线图】两市主力资金净流入37亿 食品饮料等行业实现净流入,http://finance.eastmoney.com/a/202302132635075969.html,2023-02-13 22:21:44 - ,今日沪深两市主力资金开盘净流出24.44亿元，尾盘净流入20.17亿元，两市全天资金净流入37.47亿元。 2、沪深300主力资金净流入62亿元 沪深300今日主力资金净流入61.96亿元，创业板净流出8.95亿元。沪股通净流入5.36亿元，深股通净流入1.56亿元。 3、食品饮料等行业实现净流入,沪深300,http://finance.eastmoney.com/a/202302132635075969.html,http://finance.eastmoney.com/a/202302132635075969.html,
品牌工程指数多只成分股逆市上涨,http://finance.eastmoney.com/a/202302202641596447.html,2023-02-20 06:47:00 - ,成长和消费板块均有较高配置价值。 多只成分股获北向资金净买入 上周市场继续调整，上证指数下跌1.12%，深证成指下跌2.18%，创业板指下跌3.76%，沪深300指数下跌1.75%，品牌工程指数下跌1.29%，报1889.00点。 尽管指数调整，不过上周品牌工程指数多只成分股二级市场表现强势。具体来看,沪深300,http://finance.eastmoney.com/a/202302202641596447.html,http://finance.eastmoney.com/a/202302202641596447.html,
3只公告上市ETF仓位超50%,http://finance.eastmoney.com/a/202211252570966298.html,2022-11-25 10:37:58 - ,今日2只股票类ETF发布上市公告书。从公告的最新仓位来看，华夏中证100ETF股票仓位为57.37%，招商1000增强ETF股票仓位为43.57%。 证券时报·数据宝统计，近3个月共有22只股票型ETF公告上市，平均仓位仅为26.95%，仓位最高的是博时中证成渝ETF，仓位,,http://finance.eastmoney.com/a/202211252570966298.html,http://finance.eastmoney.com/a/202211252570966298.html,
两市ETF两融余额较上一日减少2.59亿元,http://stock.eastmoney.com/a/202301112610517455.html,2023-01-11 09:14:50 - ,证500ETF、南方中证1000ETF、易方达中证1000ETF，融券余额分别为98.72亿元、29.95亿元、7.61亿元，环比变动显示，融券余额增加金额居前的有华泰柏瑞沪深300ETF、南方中证1000ETF、华夏沪深300ETF，较上一日分别增加3659.74万元、2579.82万元、2019.57万元，融券余额减少金额居前的有南方中证500ETF、嘉实中证500ETF、华夏中证1000ET,沪深300,http://stock.eastmoney.com/a/202301112610517455.html,http://stock.eastmoney.com/a/202301112610517455.html,
两市ETF融券余量环比减少2.58%,http://stock.eastmoney.com/a/202301202618871119.html,2023-01-20 09:20:20 - ,92510300华泰柏瑞沪深300ETF676795.862722.17510900易方达恒生国企(QDII-ETF)1083841.11-3811.24513060博时恒生医疗保健(QDII-ETF)31978.211549.90512010易方达沪深300医药ETF50958.05,沪深300,http://stock.eastmoney.com/a/202301202618871119.html,http://stock.eastmoney.com/a/202301202618871119.html,
跳水成这样 又是量化助跌？这一波指责后背后究竟是何真相？,http://finance.eastmoney.com/a/202302202640725594.html,2023-02-20 08:23:23 - ,CTA策略也在动荡的2022年市场中为投资者带来较好的收益率，朝阳永续数据显示， 2022年CTA策略私募基金产品全年的平均收益率为4.44%，同期沪深300指数收益率为-22.2%。 “不能否认的是，当市场越来越有效时，赚钱也来越难。私募基金是要求超额收益的。在一个赚钱效应越来越难的交易市场中,沪深300,http://finance.eastmoney.com/a/202302202640725594.html,http://finance.eastmoney.com/a/202302202640725594.html,
巴菲特减持比亚迪套现约3.5亿港元 多只基金去年四季度加仓比亚迪,http://finance.eastmoney.com/a/202302022626195728.html,2023-02-02 20:12:43 - ,系四季度累计买入最多该公司股票的基金产品。另外，目前持有该公司股票前三的基金分别是东方新能源汽车主题、汇添富中证新能源汽车产业A以及华泰柏瑞沪深300ETF，分别持股达552.64万股、549.04万股和375.65万股，这三只基金在四季度均有不同程度加仓。 另外，持有比亚迪最多的三家公募基金分别为前海开源、易方达和汇添富基金,沪深300,http://finance.eastmoney.com/a/202302022626195728.html,http://finance.eastmoney.com/a/202302022626195728.html,
两市ETF两融余额较上一日减少1.42亿元,http://stock.eastmoney.com/a/202301162614347430.html,2023-01-16 09:30:37 - ,21516150嘉实中证稀土产业ETF670.8518.87510350工银沪深300ETF6.43-12.97515120广发创新药ETF3023.1016.07159840锂电池ETF1919.81-12.59 统计显示，1月13日，融资净买入金额居前的为华泰柏瑞沪深300ETF、博时恒生医疗保健(QDI、国联安半导体ETF,沪深300,http://stock.eastmoney.com/a/202301162614347430.html,http://stock.eastmoney.com/a/202301162614347430.html,
兴证期货研发中心早评20230220,http://futures.eastmoney.com/a/202302202641262534.html,2023-02-20 09:24:19 - ,兴证早评【金融】 兴证股指期货：沪深300当月合约IF2302报收4059.8点，下跌1.13%，成交190.46亿元；上证50当月合约IH2302报收2735.2点，下跌0.55%，成交105.46亿元；中证500当月合约IC2302报收6258.8点，下跌0.87%，成交176,沪深300,http://futures.eastmoney.com/a/202302202641262534.html,http://futures.eastmoney.com/a/202302202641262534.html,
沪深300遭遇近7年最大回撤 “最艰难的时刻”就将过去？,http://finance.eastmoney.com/a/202203272324143685.html,2022-03-28 02:31:38 - ,通联数据显示，刚刚过去的两周(3月14日-3月25日)，沪深300指数自2021年高点以来最大回撤幅度达到33.52%，创2015年之后最大回撤纪录。被称为A股投资减震器的权益类基金同样面临大幅回撤。通股票型基金指数和偏股混合型基金指数分别自2021年高点至3月15日的最低点,沪深300,http://finance.eastmoney.com/a/202203272324143685.html,http://finance.eastmoney.com/a/202203272324143685.html,沪深300
主力资金 | 1500亿龙头强势涨停 16亿资金已出手！3股尾盘获主力抢筹超亿元,http://stock.eastmoney.com/a/202302132634976287.html,2023-02-13 19:07:18 - ,高景气赛道获主力资金关注。 证券时报·数据宝统计，今日沪深两市主力资金净流入37.47亿元，其中创业板净流出8.95亿元，沪深300成份股净流入61.96亿元。 申万一级行业中，今日仅四个行业下跌，分别是银行、煤炭、农林牧渔、房地产。涨幅居前的行业为美容护理、食品饮料和建筑材料,沪深300,http://stock.eastmoney.com/a/202302132634976287.html,http://stock.eastmoney.com/a/202302132634976287.html,
